artist_name,artist_genres
DaBaby,['pop']
Jawsh 685,['pop']
The Weeknd,['pop']
Juice WRLD,['rap']
Harry Styles,['pop']
SAINt JHN,['pop']
Juice WRLD,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
StaySolidRocky,['rap']
Topic,['pop']
Powfu,['rap']
Lady Gaga,['pop']
Juice WRLD,['rap']
Juice WRLD,['rap']
BLACKPINK,['k-pop']
Tones And I,['pop']
Surf Mesa,['tropical house']
Drake,['hip hop']
Nio Garcia,['latin']
Dua Lipa,['rap']
Dua Lipa,['rap']
Lil Mosey,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
Black Eyed Peas,['pop']
Juice WRLD,['rap']
Ariana Grande,['pop']
Sech,['classical']
ROSALiA,['latin']
Jack Harlow,['rap']
Lewis Capaldi,['pop']
BENEE,['pop']
Pop Smoke,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
Ozuna,['latin']
Roddy Ricch,['rap']
Justin Bieber,['pop']
Lewis Capaldi,['pop']
Pop Smoke,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
Juice WRLD,['rap']
THE SCOTTS,['hip hop']
Surfaces,['pop']
Juice WRLD,['rap']
Doja Cat,['rap']
Anuel AA,['latin']
Post Malone,['rap']
KAROL G,['latin']
Marshmello,['pop']
The Weeknd,['pop']
Jay Wheeler,['latin']
Ava Max,['pop']
Megan Thee Stallion,['pop']
Shawn Mendes,['pop']
Travis Scott,['pop']
Trevor Daniel,['pop']
Harry Styles,['pop']
6ix9ine,['rap']
Melanie Martinez,['pop']
Maroon 5,['pop']
Aya Nakamura,['pop']
Kid Cudi,['rap']
Juice WRLD,['rap']
Chris Brown,['pop']
Kygo,['pop']
Travis Scott,['pop']
Rauw Alejandro,['latin']
Bad Bunny,['latin']
Billie Eilish,['hip hop']
Post Malone,['rap']
Pop Smoke,['rap']
Rauw Alejandro,['latin']
Juice WRLD,['rap']
Travis Scott,['pop']
Bad Bunny,['latin']
Future,['rap']
Jack Harlow,['rap']
Conkarah,['jawaiian']
J Balvin,['latin']
Arizona Zervas,['pop']
Regard,['pop']
Curtis Waters,['Indie Rock']
Pop Smoke,['rap']
Don Toliver,['pop']
Camilo,['pop']
J Balvin,['latin']
Rod Wave,['rap']
Drake,['hip hop']
Regard,['pop']
Lil Baby,['pop']
Feid,['reggaeton']
Harry Nach,['trap latino']
The Kid LAROI,['hip hop']
JP Saxe,['pop']
Juice WRLD,['rap']
Billie Eilish,['hip hop']
Billie Eilish,['hip hop']
S1mba,['afroswing']
Eminem,['rap']
Tainy,['pop']
Lady Gaga,['pop']
Ed Sheeran,['pop']
Apache 207,['hip hop']
Doja Cat,['rap']
Nea,['pop']
Jhay Cortez,['latin']
Juice WRLD,['rap']
Juice WRLD,['rap']
Wallows,['pop']
Anuel AA,['latin']
blackbear,['hip hop']
Peach Tree Rascals,['pop']
Imagine Dragons,['rock']
Dua Lipa,['rap']
Rauw Alejandro,['latin']
MEDUZA,['pop']
Ty Dolla Sign,['rap']
Lil Baby,['pop']
NLE Choppa,['hip hop']
Feid,['reggaeton']
XXXTENTACION,['rap']
Black Eyed Peas,['pop']
Lady Gaga,['pop']
Kontra K,['rap']
Ed Sheeran,['pop']
Post Malone,['rap']
Ariana Grande,['pop']
XXXTENTACION,['rap']
ZAAC,['pop']
Harry Styles,['pop']
Juice WRLD,['rap']
Juice WRLD,['rap']
Ed Sheeran,['pop']
J Balvin,['latin']
Kanye West,['rap']
Queen,['pop']
Marshmello,['pop']
Rauw Alejandro,['latin']
Gunna,['rap']
Billie Eilish,['hip hop']
James Arthur,['pop']
6ix9ine,['rap']
DripReport,['rap']
Ed Sheeran,['pop']
Justin Quiles,['reggaeton']
Megan Thee Stallion,['pop']
Tate McRae,['pop']
Trevor Daniel,['pop']
Kane Brown,['country']
Lil Tecca,['rap']
JACKBOYS,['rap']
Polo G,['rap']
J Balvin,['latin']
Alex Rose,['latin']
Bad Bunny,['latin']
Pop Smoke,['rap']
Mustard,['pop']
Halsey,['pop']
Red Velvet - IRENE & SEULGI,['pop']
Anuel AA,['latin']
Myke Towers,['latin']
Bad Bunny,['latin']
Roddy Ricch,['rap']
Robin Schulz,['hip hop']
Joel Corry,['pop']
Pop Smoke,['rap']
BTS,['k-pop']
John Legend,['pop']
XXXTENTACION,['rap']
Dan and Shay,['pop']
6ix9ine,['rap']
KAROL G,['latin']
Justin Bieber,['pop']
Ali Gatie,['pop']
Lewis Capaldi,['pop']
Lil Nas X,['pop']
5 Seconds of Summer,['pop']
Tame Impala,['Indie Rock']
Vance Joy,['pop']
The Chainsmokers,['pop']
Dalex,['latin']
Anuel AA,['latin']
Kina,['sad lo-fi']
Doja Cat,['rap']
Sam Fischer,['pop']
Polo G,['rap']
Pop Smoke,['rap']
Ava Max,['pop']
VIZE,['pop']
DaBaby,['pop']
Camilo,['pop']
Y2K,['pop']
Arcangel,['latin']
Pop Smoke,['rap']
Juanfran,['pop']
