Artists,weeks_on_chart,streams,artist_genres
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6472774,"['latin', 'reggaeton', 'trap latino']"
L7NNON DJ Biel do Furduncinho Bianca,2,6463319,['pop rap brasileiro']
Marshmello Khalid,5,6446068,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
David Guetta Becky Hill Ella Henderson,10,6444554,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Ryan Castro,20,6428732,['trap colombiano']
Lil Nas X,68,6413290,"['lgbtq+ hip hop', 'pop']"
Lil Nas X,68,6413290,"['lgbtq+ hip hop', 'pop']"
Nirvana,79,6407330,"['alternative rock', 'grunge', 'permanent wave', 'rock']"
Vance Joy,80,6405142,"['folk-pop', 'modern rock', 'pop', 'pop rock']"
Maneskin,58,6404697,"['indie rock italiano', 'italian pop']"
Maneskin,58,6404697,"['indie rock italiano', 'italian pop']"
Maneskin,9,6390201,"['indie rock italiano', 'italian pop']"
Maneskin,9,6390201,"['indie rock italiano', 'italian pop']"
OneRepublic,70,6389642,"['dance pop', 'piano rock', 'pop', 'pop rock']"
OneRepublic,70,6389642,"['dance pop', 'piano rock', 'pop', 'pop rock']"
The Killers,103,6377591,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
Troye Sivan,15,6368998,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']"
Harry Styles,8,6360091,['pop']
Harry Styles,8,6360091,['pop']
Harry Styles,8,6360091,['pop']
Harry Styles,8,6360091,['pop']
Harry Styles,8,6360091,['pop']
Harry Styles,8,6360091,['pop']
TINI Becky G Anitta,1,6354408,"['latin pop', 'pop argentino']"
Eminem,58,6347800,"['detroit hip hop', 'hip hop', 'rap']"
Eminem,58,6347800,"['detroit hip hop', 'hip hop', 'rap']"
Eminem,58,6347800,"['detroit hip hop', 'hip hop', 'rap']"
Cardi B Kanye West Lil Durk,2,6280767,"['dance pop', 'pop', 'pop rap', 'rap']"
Post Malone,150,6273440,"['dfw rap', 'melodic rap', 'rap']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny,10,6253523,"['latin', 'reggaeton', 'trap latino']"
Sia,22,6251829,"['australian dance', 'australian pop', 'pop']"
Daddy Yankee Bad Bunny,16,6246991,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny Jhay Cortez,89,6238240,"['latin', 'reggaeton', 'trap latino']"
Bad Bunny Jhay Cortez,89,6238240,"['latin', 'reggaeton', 'trap latino']"
The Weeknd,46,6217639,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weeknd,46,6217639,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weeknd,46,6217639,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weeknd,46,6217639,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weeknd,46,6217639,"['canadian contemporary r&b', 'canadian pop', 'pop']"
MC Tairon Mc Vitin Da Igrejinha Dj Win,2,6217171,['funk mtg']
J Balvin Bad Bunny,73,6146420,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Ed Sheeran,285,6132218,"['pop', 'uk pop']"
Ed Sheeran,285,6132218,"['pop', 'uk pop']"
Ed Sheeran,285,6132218,"['pop', 'uk pop']"
Ed Sheeran,285,6132218,"['pop', 'uk pop']"
Joji,40,6090140,['viral pop']
Joji,40,6090140,['viral pop']
Bruno Mars,28,6050387,"['dance pop', 'pop']"
ACRAZE Cherish,37,6025166,[]
Tate McRae,23,6024585,"['pop', 'uk pop']"
Steve Lacy,49,6022557,['afrofuturism']
Steve Lacy,49,6022557,['afrofuturism']
Conan Gray,103,5968588,"['bedroom pop', 'pop']"
Coolio LV,38,5941982,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
LF SYSTEM,1,5909732,[]
Eminem,82,5860465,"['detroit hip hop', 'hip hop', 'rap']"
Eminem,82,5860465,"['detroit hip hop', 'hip hop', 'rap']"
Eminem,82,5860465,"['detroit hip hop', 'hip hop', 'rap']"
Brent Faiyaz,1,5854629,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']"
Brent Faiyaz,1,5854629,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']"
The Neighbourhood,27,5851963,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
The Neighbourhood,27,5851963,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
Ed Sheeran,278,5850726,"['pop', 'uk pop']"
Ed Sheeran,278,5850726,"['pop', 'uk pop']"
Ed Sheeran,278,5850726,"['pop', 'uk pop']"
Ed Sheeran,278,5850726,"['pop', 'uk pop']"
Olivia Rodrigo,60,5828833,['pop']
Olivia Rodrigo,60,5828833,['pop']
Olivia Rodrigo,60,5828833,['pop']
Olivia Rodrigo,60,5828833,['pop']
Olivia Rodrigo,60,5828833,['pop']
Drake WizKid Kyla,136,5813505,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Rauw Alejandro,60,5810092,"['latin', 'reggaeton', 'trap latino']"
Cigarettes After Sex,1,5805454,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
Arctic Monkeys,44,5804169,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Arctic Monkeys,44,5804169,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Arctic Monkeys,44,5804169,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Rosa Linn,1,5780104,[]
Bizarrap Tiago PZK,19,5766183,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
Brent Faiyaz,1,5750054,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']"
Brent Faiyaz,1,5750054,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']"
Arctic Monkeys,1,5699530,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Arctic Monkeys,1,5699530,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Arctic Monkeys,1,5699530,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']"
Tiago PZK Ozuna,6,5697806,['trap argentino']
Rema,1,5688777,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
Avicii,83,5662493,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Avicii,83,5662493,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Alejo Feid ROBI,17,5657880,"['reggaeton', 'trap latino']"
Shawn Mendes,69,5637347,"['canadian pop', 'pop', 'viral pop']"
The Kid LAROI,12,5607355,['australian hip hop']
Ze Felipe MC Mari,3,5603007,"['arrocha', 'arrochadeira']"
The Goo Goo Dolls,11,5592566,"['neo mellow', 'permanent wave', 'pop rock']"
Fivio Foreign The Kid LAROI,1,5572362,"['brooklyn drill', 'hip hop', 'new york drill', 'rap', 'trap']"
Sleepy Hallow 347aidan,7,5542413,"['brooklyn drill', 'nyc rap']"
Avicii,70,5536726,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Avicii,70,5536726,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
