artist_name,artist_genres
Shawn Mendes,['pop']
Ed Sheeran,['pop']
Ed Sheeran,['pop']
Post Malone,['rap']
Billie Eilish,['hip hop']
Lil Nas X,['pop']
Ed Sheeran,['pop']
Bad Bunny,['latin']
Billie Eilish,['hip hop']
Ed Sheeran,['pop']
Sech,['classical']
Drake,['hip hop']
Lil Nas X,['pop']
Lewis Capaldi,['pop']
Ed Sheeran,['pop']
Ed Sheeran,['pop']
DJ Snake,['rap']
Post Malone,['rap']
Lunay,['latin']
Daddy Yankee,['latin']
Lizzo,['hip hop']
MEDUZA,['pop']
Shawn Mendes,['pop']
Lil Tecca,['rap']
Taylor Swift,['pop']
J Balvin,['latin']
Katy Perry,['pop']
Ed Sheeran,['pop']
J Balvin,['latin']
Jhay Cortez,['latin']
The Chainsmokers,['pop']
Ed Sheeran,['pop']
Martin Garrix,['pop']
Jonas Brothers,['pop']
Y2K,['rap']
Ali Gatie,['hip hop']
Marshmello,['pop']
Lil Nas X,['pop']
Ariana Grande,['pop']
Maluma,['reggaeton']
Young Thug,['rap']
Ed Sheeran,['pop']
Kygo,['pop']
ROSALIA,['latin']
Lady Gaga,['pop']
Nicky Jam,['hip hop']
Khalid,['pop']
Chris Brown,['rap']
Avicii,['rap']
Pedro Capo,['latin']
Marshmello,['pop']
Lil Nas X,['pop']
Post Malone,['rap']
Billie Eilish,['hip hop']
YG,['hip hop']
OneRepublic,['pop']
Paulo Londra,['hip hop']
Dalex,['latin']
Sam Feldt,['pop']
Billie Eilish,['hip hop']
DJ Luian,['latin']
Ed Sheeran,['pop']
Ed Sheeran,['pop']
DaBaby,['pop']
R3HAB,['pop']
Ed Sheeran,['pop']
Halsey,['pop']
Lil Nas X,['pop']
Billie Eilish,['hip hop']
Mabel,['pop']
Ed Sheeran,['pop']
Ava Max,['pop']
Chris Brown,['rap']
Ashley O,['pop']
Sam Smith,['pop']
Polo G,['rap']
Taylor Swift,['pop']
Jonas Brothers,['pop']
Miley Cyrus,['pop']
Sebastian Yatra,['latin']
Mabel,['pop']
Mark Ronson,['pop']
Ed Sheeran,['pop']
Maluma,['reggaeton']
Ariana Grande,['pop']
Ed Sheeran,['pop']
5 Seconds of Summer,['pop']
Avicii,['rap']
Queen,['rap']
Ed Sheeran,['pop']
Machine Gun Kelly,['hip hop']
BTS,['k pop']
Dalex,['latin']
Tyler The Creator,['hip hop']
Blanco Brown,['country']
benny blanco,['rap']
Post Malone,['rap']
Tiesto,['pop']
Samra,['rock']
Panic At The Disco,['rock']
Reynmen,['hip hop']
Post Malone,['rap']
Billie Eilish,['hip hop']
Imagine Dragons,['rock']
Sech,['classical']
J Cole,['hip hop']
Lauv,['pop']
Billie Eilish,['hip hop']
Alec Benjamin,['pop']
DJ Snake,['rap']
Maroon 5,['pop']
Marshmello,['pop']
Ellie Goulding,['pop']
Ed Sheeran,['pop']
Sean Paul,['rap']
Daddy Yankee,['latin']
Dominic Fike,['pop']
Travis Scott,['hip hop']
Ava Max,['pop']
5 Seconds of Summer,['pop']
Khalid,['pop']
Lizzo,['hip hop']
Mau y Ricky,['latin']
A Boogie Wit da Hoodie,['rap']
Ariana Grande,['pop']
Dynoro,['pop']
Juice WRLD,['rap']
XXXTENTACION,['rap']
Bad Bunny,['latin']
Alan Walker,['electro house']
ZAYN,['pop']
Meek Mill,['hip hop']
Mustard,['hip hop']
Bazzi,['pop']
Myke Towers,['latin']
Mustard,['hip hop']
BLACKPINK,['k pop']
Ozuna,['latin']
Queen,['rap']
Anne Marie,['pop']
Dean Lewis,['pop']
Lauv,['pop']
XXXTENTACION,['rap']
Cardi B,['rap']
Billie Eilish,['hip hop']
Imagine Dragons,['rock']
Anuel AA,['latin']
Paulo Londra,['hip hop']
Joji,['pop']
Queen,['rap']
James Arthur,['pop']
Lil Uzi Vert,['rap']
The Chainsmokers,['pop']
David Guetta,['pop']
Ozuna,['latin']
NF,['hip hop']
Billie Eilish,['hip hop']
Drake,['hip hop']
Camila Cabello,['pop']
Ozuna,['latin']
MACHETE,['latin']
Ed Sheeran,['pop']
YNW Melly,['rap']
Tyga,['hip hop']
TOTO,['rock']
Kygo,['pop']
XXXTENTACION,['rap']
NLE Choppa,['hip hop']
Loud Luxury,['pop']
Logic,['hip hop']
Jeremy Zucker,['pop']
Dimitri Vegas and Like Mike,['pop']
Capital Bra,['hip hop']
Paulo Londra,['hip hop']
Lil Baby,['hip hop']
Mau y Ricky,['latin']
Shawn Mendes,['pop']
Zedd,['rap']
Billie Eilish,['hip hop']
Calvin Harris,['pop']
Loredana,['hip hop']
Shindy,['waiata mo tamariki']
Sam Smith,['pop']
The Chainsmokers,['pop']
Post Malone,['rap']
Oasis,['pop']
Aaron Smith,['chicago house']
The Chainsmokers,['pop']
Calvin Harris,['pop']
Piso 21,['latin']
Queen,['rap']
The Police,['rock']
Stormzy,['hip hop']
Imagine Dragons,['rock']
John Legend,['pop']
Ellie Goulding,['pop']
Beyonce,['pop']
Shawn Mendes,['pop']
Jax Jones,['rap']
A Boogie Wit da Hoodie,['rap']
