rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
157,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,135,102,5278427,7/30/2020
157,spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,2,135,102,5278427,7/30/2020
51,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,32,35,7,10717935,7/16/2020
35,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,32,38,6,11254470,7/9/2020
60,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,32,51,8,8910589,7/23/2020
80,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,32,60,9,8370009,7/30/2020
80,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,32,60,9,8370009,7/30/2020
72,spotify:track:66FgjA5ZQJJuypFG1bc8se,Juice WRLD,Hate The Other Side with Marshmello and The Kid Laroi,14,38,3,9070520,7/30/2020
14,spotify:track:66FgjA5ZQJJuypFG1bc8se,Juice WRLD,Hate The Other Side with Marshmello and The Kid Laroi,14,-1,1,19071066,7/16/2020
38,spotify:track:66FgjA5ZQJJuypFG1bc8se,Juice WRLD,Hate The Other Side with Marshmello and The Kid Laroi,14,14,2,12290847,7/23/2020
72,spotify:track:66FgjA5ZQJJuypFG1bc8se,Juice WRLD,Hate The Other Side with Marshmello and The Kid Laroi,14,38,3,9070520,7/30/2020
170,spotify:track:6cx06DFPPHchuUAcTxznu9,Joel Corry,Head and Heart feat MNEK,170,-1,1,4844615,7/16/2020
64,spotify:track:6cx06DFPPHchuUAcTxznu9,Joel Corry,Head and Heart feat MNEK,64,170,2,8642748,7/23/2020
58,spotify:track:6cx06DFPPHchuUAcTxznu9,Joel Corry,Head and Heart feat MNEK,58,64,3,10339254,7/30/2020
58,spotify:track:6cx06DFPPHchuUAcTxznu9,Joel Corry,Head and Heart feat MNEK,58,64,3,10339254,7/30/2020
140,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,140,-1,1,5727705,7/30/2020
140,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,140,-1,1,5727705,7/30/2020
168,spotify:track:07KXEDMj78x68D884wgVEm,Roddy Ricch,High Fashion feat Mustard,29,162,27,4856925,7/16/2020
162,spotify:track:07KXEDMj78x68D884wgVEm,Roddy Ricch,High Fashion feat Mustard,29,134,26,4810719,7/9/2020
192,spotify:track:07KXEDMj78x68D884wgVEm,Roddy Ricch,High Fashion feat Mustard,29,168,28,4592772,7/23/2020
175,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,Kygo,Higher Love,31,165,53,4633555,7/9/2020
171,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,Kygo,Higher Love,31,-1,54,4768229,7/23/2020
186,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,Kygo,Higher Love,31,171,55,4704160,7/30/2020
186,spotify:track:1kKYjjfNYxE0YYgLa7vgVY,Kygo,Higher Love,31,171,55,4704160,7/30/2020
71,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,54,41,8807483,7/16/2020
54,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,47,40,9161918,7/9/2020
62,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,71,42,8707860,7/23/2020
77,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,62,43,8560235,7/30/2020
77,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,62,43,8560235,7/30/2020
196,spotify:track:24FR8mXTaiGZPrxnkf1kcP,Logic,Hit My Line,196,-1,1,4621205,7/30/2020
196,spotify:track:24FR8mXTaiGZPrxnkf1kcP,Logic,Hit My Line,196,-1,1,4621205,7/30/2020
47,spotify:track:6MWoRt97mnSTXZhu3ggi9C,Taylor Swift,hoax,47,-1,1,12523531,7/30/2020
47,spotify:track:6MWoRt97mnSTXZhu3ggi9C,Taylor Swift,hoax,47,-1,1,12523531,7/30/2020
186,spotify:track:5stPVcRqb4qixbafP9e8lt,Dalex,Hola Remix,29,184,35,4648232,7/16/2020
184,spotify:track:5stPVcRqb4qixbafP9e8lt,Dalex,Hola Remix,29,159,34,4566653,7/9/2020
188,spotify:track:5stPVcRqb4qixbafP9e8lt,Dalex,Hola Remix,29,186,36,4617726,7/23/2020
116,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,103,47,6530669,7/16/2020
103,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,84,46,6492600,7/9/2020
104,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,116,48,6617362,7/23/2020
133,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,104,49,5992009,7/30/2020
133,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,104,49,5992009,7/30/2020
16,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,4,6,3,18058671,7/16/2020
6,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,4,4,2,21246346,7/9/2020
16,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,4,16,4,16565145,7/23/2020
32,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,4,16,5,14558073,7/30/2020
32,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,4,16,5,14558073,7/30/2020
107,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,97,62,6875461,7/16/2020
97,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,79,61,6963502,7/9/2020
101,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,107,63,6898400,7/23/2020
119,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,101,64,6540158,7/30/2020
119,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care with Justin Bieber,1,101,64,6540158,7/30/2020
45,spotify:track:6RsRMf9e4KUyo3MecGffNL,Juice WRLD,I Want It,45,-1,1,11650662,7/16/2020
155,spotify:track:6RsRMf9e4KUyo3MecGffNL,Juice WRLD,I Want It,45,45,2,5137482,7/23/2020
99,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending feat Julia Michaels,38,84,36,7450215,7/16/2020
84,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending feat Julia Michaels,38,67,35,7390329,7/9/2020
93,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending feat Julia Michaels,38,99,37,7244185,7/23/2020
118,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending feat Julia Michaels,38,93,38,6798627,7/30/2020
118,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending feat Julia Michaels,38,93,38,6798627,7/30/2020
167,spotify:track:38RIEav39FGi86jppxO0du,Bad Bunny,Ignorantes,6,150,22,4860718,7/16/2020
150,spotify:track:38RIEav39FGi86jppxO0du,Bad Bunny,Ignorantes,6,128,21,5137791,7/9/2020
189,spotify:track:38RIEav39FGi86jppxO0du,Bad Bunny,Ignorantes,6,167,23,4613982,7/23/2020
20,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,illicit affairs,20,-1,1,17460860,7/30/2020
20,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,illicit affairs,20,-1,1,17460860,7/30/2020
18,spotify:track:62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,ily i love you baby feat Emilee,9,12,16,17292358,7/16/2020
12,spotify:track:62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,ily i love you baby feat Emilee,9,14,15,18112805,7/9/2020
13,spotify:track:62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,ily i love you baby feat Emilee,9,18,17,17151373,7/23/2020
27,spotify:track:62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,ily i love you baby feat Emilee,9,13,18,15853018,7/30/2020
27,spotify:track:62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,ily i love you baby feat Emilee,9,13,18,15853018,7/30/2020
196,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,124,191,59,4427619,7/9/2020
196,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,124,-1,60,4523046,7/23/2020
55,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,33,17,10409921,7/16/2020
33,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,34,16,11371897,7/9/2020
50,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,55,18,10389481,7/23/2020
63,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,50,19,9684164,7/30/2020
63,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,50,19,9684164,7/30/2020
40,spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions feat Quavo,5,29,23,12502417,7/16/2020
29,spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions feat Quavo,5,24,22,13052963,7/9/2020
39,spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions feat Quavo,5,40,24,12133090,7/23/2020
56,spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions feat Quavo,5,39,25,10834214,7/30/2020
56,spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions feat Quavo,5,39,25,10834214,7/30/2020
17,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,Taylor Swift,invisible string,17,-1,1,18127237,7/30/2020
17,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,Taylor Swift,invisible string,17,-1,1,18127237,7/30/2020
179,spotify:track:5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,Its You,27,177,57,4686028,7/16/2020
177,spotify:track:5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,Its You,27,155,56,4599766,7/9/2020
174,spotify:track:5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,Its You,27,179,58,4711388,7/23/2020
159,spotify:track:5m3jpKkgkfoMcym1qjToFg,Alex Rose,Jangueo,122,157,18,5151544,7/16/2020
157,spotify:track:5m3jpKkgkfoMcym1qjToFg,Alex Rose,Jangueo,122,142,17,4921973,7/9/2020
153,spotify:track:5m3jpKkgkfoMcym1qjToFg,Alex Rose,Jangueo,122,159,19,5225624,7/23/2020
166,spotify:track:5m3jpKkgkfoMcym1qjToFg,Alex Rose,Jangueo,122,153,20,5020802,7/30/2020
166,spotify:track:5m3jpKkgkfoMcym1qjToFg,Alex Rose,Jangueo,122,153,20,5020802,7/30/2020
200,spotify:track:7KKh0ujp8agIiCrkiJhf81,Anuel AA,Jangueo,140,-1,2,4380714,7/9/2020
126,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,118,150,5954780,7/16/2020
118,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,96,149,6034591,7/9/2020
115,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,126,151,5993388,7/23/2020
136,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,115,152,5863634,7/30/2020
136,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,115,152,5863634,7/30/2020
126,spotify:track:34FbkFgAbv4ffvhL2XQMVm,Aya Nakamura,Jolie nana,126,-1,1,5786578,7/23/2020
137,spotify:track:34FbkFgAbv4ffvhL2XQMVm,Aya Nakamura,Jolie nana,126,126,2,5812294,7/30/2020
137,spotify:track:34FbkFgAbv4ffvhL2XQMVm,Aya Nakamura,Jolie nana,126,126,2,5812294,7/30/2020
112,spotify:track:2GriTXl7gRSBv1A2IGZtnL,Juice WRLD,Juice WRLD Speaks From Heaven Outro,112,-1,1,6682917,7/16/2020
59,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings and Queens,41,47,18,10039553,7/30/2020
57,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings and Queens,41,42,16,10223800,7/16/2020
42,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings and Queens,41,41,15,10514088,7/9/2020
47,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings and Queens,41,57,17,10587197,7/23/2020
59,spotify:track:76nqCfJOcFFWBJN32PAksn,Ava Max,Kings and Queens,41,47,18,10039553,7/30/2020
185,spotify:track:0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,17,160,54,4555420,7/9/2020
56,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,La Curiosidad,56,67,3,10329421,7/16/2020
67,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,La Curiosidad,67,95,2,8316497,7/9/2020
37,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,La Curiosidad,37,56,4,12342952,7/23/2020
46,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,La Curiosidad,37,37,5,12575995,7/30/2020
46,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler,La Curiosidad,37,37,5,12575995,7/30/2020
160,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Dificil,5,130,20,5115877,7/16/2020
130,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,5,108,19,5526756,7/9/2020
173,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,5,160,21,4727554,7/23/2020
20,spotify:track:1mohfLaTJtB2RplHLQVM70,Nio Garcia,La Jeepeta Remix,19,19,9,16905728,7/16/2020
19,spotify:track:1mohfLaTJtB2RplHLQVM70,Nio Garcia,La Jeepeta Remix,19,23,8,15746726,7/9/2020
14,spotify:track:1mohfLaTJtB2RplHLQVM70,Nio Garcia,La Jeepeta Remix,14,20,10,17051952,7/23/2020
23,spotify:track:6bvfJf4KjonPMuPfGfy3S2,Nio Garcia,La Jeepeta Remix,14,14,11,16329630,7/30/2020
23,spotify:track:6bvfJf4KjonPMuPfGfy3S2,Nio Garcia,La Jeepeta Remix,14,14,11,16329630,7/30/2020
197,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,4,169,56,4541965,7/16/2020
169,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,4,150,55,4672056,7/9/2020
198,spotify:track:2jyjhRf6DVbMPU5zxagN2h,Passenger,Let Her Go,170,195,13,4407901,7/9/2020
81,spotify:track:1K5KBOgreBi5fkEHvg5ap3,Future,Life Is Good feat Drake,3,60,27,8257745,7/16/2020
60,spotify:track:1K5KBOgreBi5fkEHvg5ap3,Future,Life Is Good feat Drake,3,53,26,8741325,7/9/2020
71,spotify:track:1K5KBOgreBi5fkEHvg5ap3,Future,Life Is Good feat Drake,3,81,28,8419160,7/23/2020
95,spotify:track:1K5KBOgreBi5fkEHvg5ap3,Future,Life Is Good feat Drake,3,71,29,7777915,7/30/2020
95,spotify:track:1K5KBOgreBi5fkEHvg5ap3,Future,Life Is Good feat Drake,3,71,29,7777915,7/30/2020
8,spotify:track:4h5N4KyWZMtpeH9vhXSXjd,Juice WRLD,Lifes A Mess feat Halsey,8,138,2,23220482,7/16/2020
138,spotify:track:1yHdZ9S6rBlNPH3LDNMy2P,Juice WRLD,Lifes A Mess feat Halsey,138,-1,1,5458976,7/9/2020
33,spotify:track:4h5N4KyWZMtpeH9vhXSXjd,Juice WRLD,Lifes A Mess feat Halsey,8,8,3,12952496,7/23/2020
76,spotify:track:4h5N4KyWZMtpeH9vhXSXjd,Juice WRLD,Lifes A Mess feat Halsey,8,33,4,8735217,7/30/2020
76,spotify:track:4h5N4KyWZMtpeH9vhXSXjd,Juice WRLD,Lifes A Mess feat Halsey,8,33,4,8735217,7/30/2020
189,spotify:track:4EivmOT13NMpNSfTKn9p4s,Doja Cat,Like That feat Gucci Mane,69,165,18,4601762,7/16/2020
165,spotify:track:4EivmOT13NMpNSfTKn9p4s,Doja Cat,Like That feat Gucci Mane,69,141,17,4756459,7/9/2020
193,spotify:track:4EivmOT13NMpNSfTKn9p4s,Doja Cat,Like That feat Gucci Mane,69,189,19,4565377,7/23/2020
82,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj,J Cole,Lion King On Ice,82,-1,1,8293983,7/30/2020
82,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj,J Cole,Lion King On Ice,82,-1,1,8293983,7/30/2020
121,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,27,110,39,6273460,7/16/2020
110,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,27,86,38,6355619,7/9/2020
112,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,27,121,40,6244125,7/23/2020
131,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,27,112,41,6056199,7/30/2020
131,spotify:track:7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control,27,112,41,6056199,7/30/2020
70,spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,Lose Somebody,32,51,9,8850868,7/16/2020
51,spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,Lose Somebody,32,42,8,9557505,7/9/2020
72,spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,Lose Somebody,32,70,10,8397095,7/23/2020
103,spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,Lose Somebody,32,72,11,7543968,7/30/2020
103,spotify:track:1sgDyuLooyvEML4oHspNza,Kygo,Lose Somebody,32,72,11,7543968,7/30/2020
101,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,85,117,7329391,7/16/2020
85,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,74,116,7367626,7/9/2020
92,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,101,118,7318065,7/23/2020
109,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,92,119,7128946,7/30/2020
109,spotify:track:0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely with Khalid,24,92,119,7128946,7/30/2020
68,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,75,114,9174765,7/16/2020
75,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,64,113,8022114,7/9/2020
61,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,68,115,8779802,7/23/2020
83,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,61,116,8236901,7/30/2020
83,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,61,116,8236901,7/30/2020
29,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,Taylor Swift,mad woman,29,-1,1,15741679,7/30/2020
29,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,Taylor Swift,mad woman,29,-1,1,15741679,7/30/2020
192,spotify:track:71d7LaAgPcNcUopu3OzmP7,Pop Smoke,Make It Rain feat Rowdy Rebel,64,64,3,4594248,7/16/2020
64,spotify:track:71d7LaAgPcNcUopu3OzmP7,Pop Smoke,Make It Rain feat Rowdy Rebel,64,-1,2,8402816,7/9/2020
26,spotify:track:24IgCW19L8lXKyFZwzFtD3,Black Eyed Peas,MAMACITA,20,20,13,15276203,7/16/2020
20,spotify:track:24IgCW19L8lXKyFZwzFtD3,Black Eyed Peas,MAMACITA,20,20,12,15370491,7/9/2020
19,spotify:track:24IgCW19L8lXKyFZwzFtD3,Black Eyed Peas,MAMACITA,19,26,14,15561301,7/23/2020
31,spotify:track:24IgCW19L8lXKyFZwzFtD3,Black Eyed Peas,MAMACITA,19,19,15,14842976,7/30/2020
31,spotify:track:24IgCW19L8lXKyFZwzFtD3,Black Eyed Peas,MAMACITA,19,19,15,14842976,7/30/2020
53,spotify:track:4pXW6ZAHBz7ODXTRKklWrM,Trueno,Mamichula con Nicki Nicole,53,-1,1,10979947,7/30/2020
53,spotify:track:4pXW6ZAHBz7ODXTRKklWrM,Trueno,Mamichula con Nicki Nicole,53,-1,1,10979947,7/30/2020
46,spotify:track:1uA914Md6wsy9NDryyBypH,Juice WRLD,Man Of The Year,46,-1,1,11390506,7/16/2020
114,spotify:track:1uA914Md6wsy9NDryyBypH,Juice WRLD,Man Of The Year,46,46,2,6223001,7/23/2020
117,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Peach Tree Rascals,Mariposa,117,141,4,6515608,7/16/2020
141,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Peach Tree Rascals,Mariposa,138,138,3,5385583,7/9/2020
103,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Peach Tree Rascals,Mariposa,103,117,5,6622051,7/23/2020
127,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Peach Tree Rascals,Mariposa,103,103,6,6235563,7/30/2020
127,spotify:track:4ja2gzrNh9VNigzoXfmbwD,Peach Tree Rascals,Mariposa,103,103,6,6235563,7/30/2020
65,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,49,43,9495564,7/16/2020
49,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,46,42,9783144,7/9/2020
57,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,65,44,9338403,7/23/2020
73,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,57,45,9043905,7/30/2020
73,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,57,45,9043905,7/30/2020
13,spotify:track:0ZNU020wNYvgW84iljPkPP,Taylor Swift,mirrorball,13,-1,1,19935454,7/30/2020
13,spotify:track:0ZNU020wNYvgW84iljPkPP,Taylor Swift,mirrorball,13,-1,1,19935454,7/30/2020
164,spotify:track:6c1QaQHdDhtFMfUkhueuXK,Red Velvet,Monster,164,-1,1,5030481,7/16/2020
171,spotify:track:5rZlwNFl01HqLWBQGryKSm,Pop Smoke,Mood Swings feat Lil Tjay,78,78,2,4828596,7/16/2020
78,spotify:track:5rZlwNFl01HqLWBQGryKSm,Pop Smoke,Mood Swings feat Lil Tjay,78,-1,1,7677519,7/9/2020
180,spotify:track:5rZlwNFl01HqLWBQGryKSm,Pop Smoke,Mood Swings feat Lil Tjay,78,171,3,4662158,7/23/2020
128,spotify:track:5rZlwNFl01HqLWBQGryKSm,Pop Smoke,Mood Swings feat Lil Tjay,78,180,4,6215932,7/30/2020
128,spotify:track:5rZlwNFl01HqLWBQGryKSm,Pop Smoke,Mood Swings feat Lil Tjay,78,180,4,6215932,7/30/2020
174,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,164,120,4741510,7/16/2020
164,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,143,119,4775555,7/9/2020
167,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,174,121,4817024,7/23/2020
179,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,167,122,4781565,7/30/2020
179,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,167,122,4781565,7/30/2020
158,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,33,143,27,5153570,7/16/2020
143,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,33,114,26,5352148,7/9/2020
164,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,33,158,28,4956532,7/23/2020
184,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,33,164,29,4718980,7/30/2020
184,spotify:track:35KmOEIUqAGn02t7n4qaIr,J Balvin,Morado,33,164,29,4718980,7/30/2020
193,spotify:track:7d8GetOsjbxYnlo6Y9e5Kw,The Killers,Mr Brightside,148,186,41,4443526,7/9/2020
10,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,my tears ricochet,10,-1,1,23053435,7/30/2020
10,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,my tears ricochet,10,-1,1,23053435,7/30/2020
187,spotify:track:7mcdgAXmb35dakBnfDIv3q,Anuel AA,Narcos,174,174,2,4633313,7/16/2020
174,spotify:track:7mcdgAXmb35dakBnfDIv3q,Anuel AA,Narcos,174,-1,1,4634276,7/9/2020
169,spotify:track:5Hkj1XjMJv5QCGc9NwZm6z,Luciano,Never Know feat SHIRIN DAVID,169,-1,1,4803071,7/23/2020
194,spotify:track:5TGcyccg8Hkgn9jB7gUpMN,VIZE,Never Let Me Down,194,-1,1,4574508,7/16/2020
170,spotify:track:5TGcyccg8Hkgn9jB7gUpMN,VIZE,Never Let Me Down,170,194,2,4795986,7/23/2020
190,spotify:track:5TGcyccg8Hkgn9jB7gUpMN,VIZE,Never Let Me Down,170,170,3,4677874,7/30/2020
190,spotify:track:5TGcyccg8Hkgn9jB7gUpMN,VIZE,Never Let Me Down,170,170,3,4677874,7/30/2020
187,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,20,173,59,4501188,7/9/2020
65,spotify:track:3kwgqoBqTwoAH4nT29TYrq,Maroon 5,Nobodys Love,65,-1,1,9612671,7/30/2020
65,spotify:track:3kwgqoBqTwoAH4nT29TYrq,Maroon 5,Nobodys Love,65,-1,1,9612671,7/30/2020
178,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,178,-1,1,4796208,7/30/2020
178,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,178,-1,1,4796208,7/30/2020
181,spotify:track:2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road Remix,2,155,67,4678628,7/16/2020
155,spotify:track:2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road Remix,2,139,66,4972692,7/9/2020
184,spotify:track:2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road Remix,2,181,68,4643817,7/23/2020
151,spotify:track:4OENnoidV0h8gJV6bhrw7r,Headie One,Only You Freestyle,151,-1,1,5228796,7/23/2020
74,spotify:track:4OENnoidV0h8gJV6bhrw7r,Headie One,Only You Freestyle,74,151,2,8814445,7/30/2020
74,spotify:track:4OENnoidV0h8gJV6bhrw7r,Headie One,Only You Freestyle,74,151,2,8814445,7/30/2020
156,spotify:track:6gi6y1xwmVszDWkUqab1qw,JACKBOYS,OUT WEST feat Young Thug,27,148,29,5164175,7/16/2020
