rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,artist_genres,week,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
23,spotify:track:6bvfJf4KjonPMuPfGfy3S2,Nio Garcia,La Jeepeta Remix,14,14,11,16329630,['latin'],7/30/2020,0.814,0.714,4,-4.65,0,0.207,0.297,0.00000489,0.091,0.789,176.013,audio_features,6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/tracks/6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/audio-analysis/6bvfJf4KjonPMuPfGfy3S2,345241,4
23,spotify:track:6bvfJf4KjonPMuPfGfy3S2,Nio Garcia,La Jeepeta Remix,14,14,11,16329630,['latin'],7/30/2020,0.814,0.714,4,-4.65,0,0.207,0.297,0.00000489,0.091,0.789,176.013,audio_features,6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/tracks/6bvfJf4KjonPMuPfGfy3S2,https://api.spotify.com/v1/audio-analysis/6bvfJf4KjonPMuPfGfy3S2,345241,4
23,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Riton,Friday feat Mufasa and Hypeman Dopamine ReEdit,15,21,19,16657008,['pop'],7/1/2021,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
23,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,11,28,7,16484193,['pop'],7/8/2021,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,audio_features,5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/tracks/5JCoSi02qi3jJeHdZXMmR8,https://api.spotify.com/v1/audio-analysis/5JCoSi02qi3jJeHdZXMmR8,152667,4
23,spotify:track:0G2zPzWqVjR68iNPmx2TBe,Mora,Volando Remix,23,-1,1,16669383,['latin'],7/15/2021,0.659,0.688,6,-4.649,1,0.0673,0.207,0,0.113,0.632,153.979,audio_features,0G2zPzWqVjR68iNPmx2TBe,https://api.spotify.com/v1/tracks/0G2zPzWqVjR68iNPmx2TBe,https://api.spotify.com/v1/audio-analysis/0G2zPzWqVjR68iNPmx2TBe,273474,4
23,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Aint Shit,23,33,4,15965676,['rap'],7/22/2021,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,audio_features,5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/tracks/5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/audio-analysis/5lAnYvAIkSDNXqfo7DyFUm,174253,4
23,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,1,21,29,15684978,['pop'],7/29/2021,0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013,4
23,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,Beyonce,BREAK MY SOUL,13,13,3,15328261,['pop'],7/7/2022,0.687,0.887,1,-5.04,0,0.0826,0.0575,0.00000221,0.27,0.853,114.941,audio_features,2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/tracks/2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/audio-analysis/2KukL7UlQ8TdvpaA7bY3ZJ,278282,4
23,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,2,21,8,15574572,['pop'],7/14/2022,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4
23,spotify:track:2DB4DdfCFMw1iaR6JaR03a,Camila Cabello,Bam Bam feat Ed Sheeran,5,21,20,15504870,['pop'],7/21/2022,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4
23,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny,Party,6,21,12,14991486,['latin'],7/28/2022,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,audio_features,4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/tracks/4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/audio-analysis/4tYFy8ALRjIZvnvSLw5lxN,227629,4
24,spotify:track:1sPLURKAosM3Jampgp9AWq,Drake,Sandras Rose,24,-1,1,18430122,['hip hop'],7/5/2018,0.487,0.85,1,-5.427,1,0.25,0.047,0,0.142,0.523,152.102,audio_features,1sPLURKAosM3Jampgp9AWq,https://api.spotify.com/v1/tracks/1sPLURKAosM3Jampgp9AWq,https://api.spotify.com/v1/audio-analysis/1sPLURKAosM3Jampgp9AWq,216333,4
24,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,30,46,14520973,['rap'],7/12/2018,0.872,0.391,0,-9.144,0,0.242,0.469,0.00000413,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133,4
24,spotify:track:2ijef6ni2amuunRoKTlgww,Becky G,Sin Pijama,24,25,12,14962055,['latin'],7/19/2018,0.791,0.745,11,-3.695,0,0.0464,0.354,0.0000293,0.104,0.82,94.014,audio_features,2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/tracks/2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,188560,4
24,spotify:track:2ijef6ni2amuunRoKTlgww,Becky G,Sin Pijama,24,24,13,14701169,['latin'],7/26/2018,0.791,0.745,11,-3.695,0,0.0464,0.354,0.0000293,0.104,0.82,94.014,audio_features,2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/tracks/2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,188560,4
24,spotify:track:43V1z6QToNNWNldV4FEG6r,Loud Luxury,Body,24,25,9,14536578,['pop'],8/2/2018,0.752,0.764,1,-4.399,1,0.038,0.0476,0.0000944,0.0543,0.582,121.958,audio_features,43V1z6QToNNWNldV4FEG6r,https://api.spotify.com/v1/tracks/43V1z6QToNNWNldV4FEG6r,https://api.spotify.com/v1/audio-analysis/43V1z6QToNNWNldV4FEG6r,163216,4
24,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo feat J Balvin and Tyga,24,30,3,14538834,['rap'],7/4/2019,0.822,0.743,6,-3.04,0,0.0567,0.285,0.00000231,0.102,0.355,96.025,audio_features,1f38Gx6xQz6r4H1jGVNBJo,https://api.spotify.com/v1/tracks/1f38Gx6xQz6r4H1jGVNBJo,https://api.spotify.com/v1/audio-analysis/1f38Gx6xQz6r4H1jGVNBJo,185195,4
24,spotify:track:1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom,24,28,6,13929966,['rap'],7/11/2019,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,audio_features,1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/tracks/1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/audio-analysis/1kBbgxAUc4HQv7cgIayIDH,131280,4
24,spotify:track:1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom,24,24,7,14385041,['rap'],7/18/2019,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,audio_features,1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/tracks/1kBbgxAUc4HQv7cgIayIDH,https://api.spotify.com/v1/audio-analysis/1kBbgxAUc4HQv7cgIayIDH,131280,4
24,spotify:track:51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,24,35,5,14351284,['rap'],7/25/2019,0.843,0.39,2,-7.899,1,0.0846,0.178,0,0.137,0.495,129.972,audio_features,51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/tracks/51Fjme0JiitpyXKuyQiCDo,https://api.spotify.com/v1/audio-analysis/51Fjme0JiitpyXKuyQiCDo,160627,4
24,spotify:track:4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce Remix,24,27,10,14182048,['latin'],8/1/2019,0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,audio_features,4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,309120,4
24,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,22,79,14025242,['pop'],7/9/2020,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
24,spotify:track:1QoG0Yqz1onMsdbOibZVke,Juice WRLD,Titanic,24,-1,1,15319731,['rap'],7/16/2020,0.568,0.545,1,-6.668,0,0.0447,0.168,0,0.112,0.234,174.144,audio_features,1QoG0Yqz1onMsdbOibZVke,https://api.spotify.com/v1/tracks/1QoG0Yqz1onMsdbOibZVke,https://api.spotify.com/v1/audio-analysis/1QoG0Yqz1onMsdbOibZVke,176650,4
24,spotify:track:3ZG8N7aWw2meb6UrI5ZmnZ,Sech,Relacion,24,29,12,14839677,['classical'],7/23/2020,0.805,0.562,7,-3.117,0,0.105,0.125,0.00000496,0.148,0.767,172.094,audio_features,3ZG8N7aWw2meb6UrI5ZmnZ,https://api.spotify.com/v1/tracks/3ZG8N7aWw2meb6UrI5ZmnZ,https://api.spotify.com/v1/audio-analysis/3ZG8N7aWw2meb6UrI5ZmnZ,184255,4
24,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,betty,24,-1,1,16308681,['pop'],7/30/2020,0.593,0.377,0,-8.761,1,0.0253,0.6,0,0.0976,0.502,95.939,audio_features,5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/tracks/5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/audio-analysis/5kI4eCXXzyuIUXjQra0Cxi,294521,4
24,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,betty,24,-1,1,16308681,['pop'],7/30/2020,0.593,0.377,0,-8.761,1,0.0253,0.6,0,0.0976,0.502,95.939,audio_features,5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/tracks/5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/audio-analysis/5kI4eCXXzyuIUXjQra0Cxi,294521,4
24,spotify:track:2rCbl9naJYhaxjLsfx88uM,Sebastian Yatra,Pareja Del Año,10,20,11,16062088,['latin'],7/1/2021,0.715,0.622,4,-5.102,0,0.046,0.163,0,0.0948,0.808,80.015,audio_features,2rCbl9naJYhaxjLsfx88uM,https://api.spotify.com/v1/tracks/2rCbl9naJYhaxjLsfx88uM,https://api.spotify.com/v1/audio-analysis/2rCbl9naJYhaxjLsfx88uM,195053,4
24,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Riton,Friday feat Mufasa and Hypeman Dopamine ReEdit,15,23,20,15963923,['pop'],7/8/2021,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
24,spotify:track:7MAibcTli4IisCtbHKrGMh,Bruno Mars,Leave The Door Open,5,21,19,15812359,['pop'],7/15/2021,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,audio_features,7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/audio-analysis/7MAibcTli4IisCtbHKrGMh,242096,4
24,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Riton,Friday feat Mufasa and Hypeman Dopamine ReEdit,15,27,22,15514908,['pop'],7/22/2021,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
24,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,24,29,31,15089184,['pop'],7/29/2021,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4
24,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,2,21,13,15311242,['hip hop'],7/7/2022,0.902,0.582,5,-5.902,0,0.109,0.111,0.00000318,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
24,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,2,24,14,14895959,['hip hop'],7/14/2022,0.902,0.582,5,-5.902,0,0.109,0.111,0.00000318,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
24,spotify:track:0wHFktze2PHC5jDt3B17DC,Jack Harlow,First Class,2,24,15,14024763,['hip hop'],7/21/2022,0.902,0.582,5,-5.902,0,0.109,0.111,0.00000318,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
24,spotify:track:2DB4DdfCFMw1iaR6JaR03a,Camila Cabello,Bam Bam feat Ed Sheeran,5,23,21,14818270,['pop'],7/28/2022,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4
25,spotify:track:2bbwjxA68m9PHZFWgF1fze,Duki,GIVENCHY,25,-1,1,14660632,['latin'],7/28/2022,0.607,0.619,8,-6.726,1,0.396,0.142,0,0.231,0.377,102.974,audio_features,2bbwjxA68m9PHZFWgF1fze,https://api.spotify.com/v1/tracks/2bbwjxA68m9PHZFWgF1fze,https://api.spotify.com/v1/audio-analysis/2bbwjxA68m9PHZFWgF1fze,182611,3
25,spotify:track:514rhnksEwHUh6LxXsQ4Y9,Selena Gomez,Back To You,4,11,8,18141297,['pop'],7/5/2018,0.6,0.683,6,-6.271,1,0.0493,0.0984,0.00000126,0.11,0.494,102.036,audio_features,514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9,210240,4
25,spotify:track:2ijef6ni2amuunRoKTlgww,Becky G,Sin Pijama,25,41,11,14420227,['latin'],7/12/2018,0.791,0.745,11,-3.695,0,0.0464,0.354,0.0000293,0.104,0.82,94.014,audio_features,2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/tracks/2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,188560,4
25,spotify:track:0kHyKhJMukHEPfeh8s7rdM,Kygo,Born To Be Yours,25,29,5,13905970,['pop'],7/19/2018,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,audio_features,0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/tracks/0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/audio-analysis/0kHyKhJMukHEPfeh8s7rdM,193321,4
25,spotify:track:43V1z6QToNNWNldV4FEG6r,Loud Luxury,Body,25,32,8,14338200,['pop'],7/26/2018,0.752,0.764,1,-4.399,1,0.038,0.0476,0.0000944,0.0543,0.582,121.958,audio_features,43V1z6QToNNWNldV4FEG6r,https://api.spotify.com/v1/tracks/43V1z6QToNNWNldV4FEG6r,https://api.spotify.com/v1/audio-analysis/43V1z6QToNNWNldV4FEG6r,163216,4
25,spotify:track:3nc420PXjTdBV5TN0gCFkS,Martin Garrix,Ocean feat Khalid,15,21,7,14392057,['pop'],8/2/2018,0.506,0.693,0,-7.265,0,0.0412,0.584,0.0000958,0.0891,0.221,139.912,audio_features,3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,216420,4
25,spotify:track:543bCW2ruMPmxUBWirQ3MR,Ed Sheeran,Cross Me feat Chance the Rapper and PnB Rock,9,23,6,14457782,['pop'],7/4/2019,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,audio_features,543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/tracks/543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/audio-analysis/543bCW2ruMPmxUBWirQ3MR,206187,4
25,spotify:track:40OMBMYRk5IQL6xCzGM0JA,Martin Garrix,Summer Days feat Macklemore and Patrick Stump of Fall Out Boy,19,21,11,13771816,['pop'],7/11/2019,0.661,0.723,5,-6.976,0,0.0566,0.179,0.0000123,0.14,0.316,113.778,audio_features,40OMBMYRk5IQL6xCzGM0JA,https://api.spotify.com/v1/tracks/40OMBMYRk5IQL6xCzGM0JA,https://api.spotify.com/v1/audio-analysis/40OMBMYRk5IQL6xCzGM0JA,163805,4
25,spotify:track:29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need To Calm Down,4,15,5,14344313,['pop'],7/18/2019,0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.0596,0.706,85.025,audio_features,29fRTIKsJhLUJoldM89GZS,https://api.spotify.com/v1/tracks/29fRTIKsJhLUJoldM89GZS,https://api.spotify.com/v1/audio-analysis/29fRTIKsJhLUJoldM89GZS,171387,4
25,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border feat Camila Cabello and Cardi B,10,10,2,13990422,['pop'],7/25/2019,0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,audio_features,4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4
25,spotify:track:1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial with Travis Scott,7,16,3,13882802,['pop'],8/1/2019,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,audio_features,1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/tracks/1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/audio-analysis/1DhRbox3xkceP64k3JeYfW,161747,4
25,spotify:track:4w47S36wQGBhGg073q3nt7,ROSALIA,TKN feat Travis Scott,15,33,6,13839767,['latin'],7/9/2020,0.776,0.509,0,-6.266,0,0.467,0.192,0.00000149,0.115,0.485,94.634,audio_features,4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/tracks/4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/audio-analysis/4w47S36wQGBhGg073q3nt7,129371,4
25,spotify:track:3MmCFghNjzZMn3HKqbVizn,Juice WRLD,Blood On My Jeans,25,-1,1,15277814,['rap'],7/16/2020,0.868,0.55,6,-6.417,1,0.226,0.183,0,0.109,0.464,117.943,audio_features,3MmCFghNjzZMn3HKqbVizn,https://api.spotify.com/v1/tracks/3MmCFghNjzZMn3HKqbVizn,https://api.spotify.com/v1/audio-analysis/3MmCFghNjzZMn3HKqbVizn,154767,4
25,spotify:track:1H7KnK26kc1YyellpbINEn,Pop Smoke,The Woo feat 50 Cent and Roddy Ricch,17,34,3,14436962,['rap'],7/23/2020,0.49,0.618,1,-5.655,1,0.104,0.0221,0.00000377,0.259,0.286,99.7,audio_features,1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/tracks/1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/audio-analysis/1H7KnK26kc1YyellpbINEn,201600,4
25,spotify:track:6EDO9iiTtwNv6waLwa1UUq,DJ Khaled,POPSTAR feat Drake,7,7,2,16210906,['hip hop'],7/30/2020,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,audio_features,6EDO9iiTtwNv6waLwa1UUq,https://api.spotify.com/v1/tracks/6EDO9iiTtwNv6waLwa1UUq,https://api.spotify.com/v1/audio-analysis/6EDO9iiTtwNv6waLwa1UUq,200221,4
