Popularity,artist_names,track_name,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
56,The Weeknd,Die For You,['pop'],0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253
56,Doja Cat,Woman,['rap'],0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627
57,Billie Eilish,lovely with Khalid,['hip hop'],0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186
57,Zion and Lennox,La player Bandolera,['latin'],0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609
57,Camila Cabello,Havana feat Young Thug,['pop'],0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,217307
57,Drake,Mob Ties,['hip hop'],0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,205147
57,Panic At The Disco,High Hopes,['rock'],0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947
57,Tyler The Creator,EARFQUAKE,['hip hop'],0.554,0.498,9,-8.866,1,0.0685,0.23,0.00000598,0.795,0.413,79.635,190067
57,Paulo Londra,Tal Vez,['hip hop'],0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899
57,Dalex,Pa Mi Remix,['latin'],0.688,0.62,11,-8.029,0,0.22,0.753,0.00000532,0.157,0.727,170.011,360960
57,Kanye West,Wash Us In The Blood,['rap'],0.67,0.847,10,-4.85,1,0.409,0.184,0,0.304,0.381,137.22,189827
57,Ava Max,Kings and Queens,['pop'],0.638,0.688,1,-4.056,0,0.0407,0.00775,0,0.126,0.434,129.856,162399
57,Maroon 5,Memories,['pop'],0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
57,Pop Smoke,For The Night feat Lil Baby and DaBaby,['rap'],0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,190476
57,KAROL G,EL MAKINON,['latin'],0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863,209160
57,Drake,Wants and Needs feat Lil Baby,['hip hop'],0.578,0.449,1,-6.349,1,0.286,0.0618,0.00000217,0.119,0.1,136.006,192956
57,OneRepublic,Run,['pop'],0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,169011
57,Surf Curse,Freaks,['Indie Rock'],0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626,147062
57,Joao Gomes,Meu Pedaco de Pecado,['arrocha'],0.668,0.887,11,-4.404,0,0.0564,0.369,0.00000139,0.257,0.907,151.92,157176
57,Ed Sheeran,Bad Habits,['pop'],0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,230747
57,Feid,Normal,['reggaeton'],0.712,0.557,4,-4.861,0,0.115,0.0397,0,0.27,0.594,170.079,171987
57,Future,WAIT FOR U feat Drake and Tems,['hip hop'],0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,189893
57,Chris Jedi,La Llevo Al Cielo Ft Nengo Flow,['latin'],0.795,0.845,9,-3.809,0,0.135,0.105,0.0000114,0.172,0.769,170.023,254920
58,Reik,Me Niego feat Ozuna and Wisin,['latin'],0.777,0.779,0,-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,221653
58,Drake,8 Out Of 10,['hip hop'],0.534,0.684,11,-7.874,0,0.717,0.164,0,0.499,0.338,170.416,195720
58,Ella Mai,Bood Up,['rap'],0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,256064
58,Chance the Rapper,I Might Need Security,['hip hop'],0.514,0.693,9,-5.868,1,0.408,0.177,0,0.351,0.287,110.568,240640
58,Imagine Dragons,Natural,['rock'],0.448,0.612,2,-6.106,1,0.0708,0.216,0,0.08,0.213,97.773,189467
58,DJ Luian,Verte Ir,['latin'],0.857,0.647,11,-4.152,0,0.0984,0.391,0.0000012,0.0842,0.553,95.982,267500
58,Miley Cyrus,Mothers Daughter,['pop'],0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080
58,Dalex,Pa Mi Remix,['latin'],0.688,0.62,11,-8.029,0,0.22,0.753,0.00000532,0.157,0.727,170.011,360960
58,Rick Ross,Gold Roses feat Drake,['rap'],0.581,0.642,1,-5.318,1,0.407,0.0519,0,0.183,0.536,80.142,345160
58,Pop Smoke,Aim For The Moon feat Quavo,['rap'],0.713,0.605,11,-7.487,1,0.107,0.497,0.00000346,0.115,0.432,142.025,175756
58,Megan Thee Stallion,Savage Remix feat Beyonce,['pop'],0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,242001
58,Melanie Martinez,Play Date,['pop'],0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,179867
58,Joel Corry,Head and Heart feat MNEK,['pop'],0.734,0.874,8,-3.158,1,0.0662,0.168,0.0000114,0.0489,0.905,122.953,166028
58,Drake,Wants and Needs feat Lil Baby,['hip hop'],0.578,0.449,1,-6.349,1,0.286,0.0618,0.00000217,0.119,0.1,136.006,192956
58,Kali Uchis,telepatia,['hip hop'],0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,160191
58,Surf Curse,Freaks,['Indie Rock'],0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626,147062
58,Maroon 5,Beautiful Mistakes feat Megan Thee Stallion,['pop'],0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395
58,Rauw Alejandro,2 Catorce,['trap latino'],0.768,0.56,3,-3.497,1,0.0859,0.709,0.000791,0.115,0.372,112.084,205714
58,Olivia Rodrigo,good 4 u,['pop'],0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
58,Steve Lacy,Bad Habit,['afrofuturism'],0.686,0.507,1,-7.097,1,0.0357,0.626,0.0000751,0.383,0.69,168.955,232115
58,Polima Westcoast,ULTRA SOLO REMIX,['trap latino'],0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347
58,Harry Styles,Watermelon Sugar,['pop'],0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
59,Zedd,The Middle,['rap'],0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732
59,Kanye West,All Mine,['rap'],0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507
59,Twenty One Pilots,Jumpsuit,['rock'],0.619,0.628,11,-8.307,0,0.038,0.00781,0.207,0.206,0.232,127.065,238568
59,Dua Lipa,IDGAF,['hip hop'],0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947
59,DaBaby,Suge,['pop'],0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
59,R3HAB,All Around The World La La La,['pop'],0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
59,Sam Feldt,Post Malone feat RANI,['pop'],0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444
59,Paulo Londra,Tal Vez,['hip hop'],0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899
59,DJ Luian,Verte Ir,['latin'],0.857,0.647,11,-4.152,0,0.0984,0.391,0.0000012,0.0842,0.553,95.982,267500
59,Billie Eilish,bad guy,['hip hop'],0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
59,Shawn Mendes,Senorita,['pop'],0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800
59,Rod Wave,Rags2Riches feat ATR Son Son,['rap'],0.904,0.252,5,-17.54,0,0.11,0.294,0,0.104,0.227,117.994,167184
59,Ava Max,Kings and Queens,['pop'],0.638,0.688,1,-4.056,0,0.0407,0.00775,0,0.126,0.434,129.856,162399
59,Tyler The Creator,HOT WIND BLOWS feat Lil Wayne,['hip hop'],0.371,0.75,7,-5.382,0,0.402,0.601,0,0.482,0.729,173.456,155293
59,Travis Scott,Goosebumps Remix,['hip hop'],0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,162803
59,Dua Lipa,Dont Start Now,['hip hop'],0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290
59,Marc Segui,Tiroteo Remix,['pop'],0.75,0.522,9,-7.018,1,0.0293,0.282,0,0.0743,0.601,110.427,321556
59,Maroon 5,Beautiful Mistakes feat Megan Thee Stallion,['pop'],0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395
59,Chris Jedi,La Llevo Al Cielo Ft Nengo Flow,['latin'],0.795,0.845,9,-3.809,0,0.135,0.105,0.0000114,0.172,0.769,170.023,254920
59,Olivia Rodrigo,good 4 u,['pop'],0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
59,Farruko,Pepas,['latin'],0.762,0.766,7,-3.955,1,0.0343,0.00776,0.0000698,0.128,0.442,130.001,287120
59,Future,WAIT FOR U feat Drake and Tems,['hip hop'],0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,189893
60,Dua Lipa,IDGAF,['hip hop'],0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947
60,XXXTENTACION,Everybody Dies In Their Nightmares,['rap'],0.734,0.57,7,-7.066,0,0.133,0.847,0.0000214,0.112,0.689,129.953,95467
60,Kanye West,All Mine,['rap'],0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507
60,KAROL G,Mi Cama,['latin'],0.826,0.815,9,-4.773,1,0.0875,0.222,0.0000696,0.0964,0.68,163.073,151400
60,Sofia Reyes,1 2 3 feat Jason Derulo and De La Ghetto,['latin'],0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,201526
60,Ashley O,On A Roll,['pop'],0.736,0.81,5,-6.354,1,0.0906,0.077,0,0.0523,0.387,125.011,154448
60,DaBaby,Suge,['pop'],0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
60,Billie Eilish,lovely with Khalid,['hip hop'],0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186
60,Paulo Londra,Tal Vez,['hip hop'],0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899
60,Future,Life Is Good feat Drake,['hip hop'],0.795,0.574,2,-6.903,0,0.487,0.067,0,0.15,0.537,142.053,237918
60,Travis Scott,goosebumps,['hip hop'],0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837
60,Anuel AA,Hasta Que Dios Diga,['latin'],0.691,0.765,8,-4.727,1,0.111,0.464,0.00000329,0.203,0.855,174.021,246000
60,KAROL G,Tusa,['latin'],0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960
60,Galantis,Heartbreak Anthem with David Guetta and Little Mix,['pop'],0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
60,Lewis Capaldi,Someone You Loved,['pop'],0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161
60,Marc Segui,Tiroteo Remix,['pop'],0.75,0.522,9,-7.018,1,0.0293,0.282,0,0.0743,0.601,110.427,321556
60,Maneskin,ZITTI E BUONI,['pop'],0.625,0.939,4,-3.115,0,0.0669,0.00138,0,0.424,0.644,102.999,194787
60,OneRepublic,Run,['pop'],0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,169011
60,Adele,Easy On Me,['pop'],0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695
60,The Weeknd,Die For You,['pop'],0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253
60,Bad Bunny,Neverita,['latin'],0.876,0.498,10,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016,173119
60,Russ,Are You Entertained feat Ed Sheeran,['hip hop'],0.587,0.61,10,-6.881,0,0.234,0.0402,0,0.167,0.556,130.063,156083
61,ASAP Rocky,Praise The Lord Da Shine feat Skepta,['hip hop'],0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040
61,Drake,Survival,['hip hop'],0.685,0.593,9,-9.083,0,0.284,0.134,0,0.123,0.144,84.763,136187
61,Drake,Emotionless,['hip hop'],0.413,0.676,1,-5.124,1,0.213,0.0239,0,0.0811,0.0827,173.478,302173
61,Camila Cabello,Havana feat Young Thug,['pop'],0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,217307
61,BlocBoy JB,Look Alive feat Drake,['hip hop'],0.922,0.581,10,-7.495,1,0.27,0.00104,0.0000586,0.105,0.595,140.022,181263
61,Billie Eilish,lovely with Khalid,['hip hop'],0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186
61,Jonas Brothers,Only Human,['pop'],0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,183000
61,DJ Luian,Verte Ir,['latin'],0.857,0.647,11,-4.152,0,0.0984,0.391,0.0000012,0.0842,0.553,95.982,267500
61,Lil Nas X,Rodeo,['pop'],0.706,0.679,9,-5.614,1,0.0324,0.139,0.0000698,0.465,0.657,140.081,158707
61,Billie Eilish,when the partys over,['hip hop'],0.367,0.111,4,-14.084,1,0.0972,0.978,0.0000397,0.0897,0.198,82.642,196077
61,Travis Scott,SICKO MODE,['hip hop'],0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820
61,Trevor Daniel,Falling,['pop'],0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382
61,Juice WRLD,Lucid Dreams,['rap'],0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836
61,Juice WRLD,Conversations,['rap'],0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661
61,Dua Lipa,Dont Start Now,['hip hop'],0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290
61,Duncan Laurence,Arcade,['pop'],0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,185147
61,Los Legendarios,Fiel,['reggaeton'],0.849,0.701,6,-4.407,0,0.06,0.407,0,0.112,0.505,98.005,261667
61,OneRepublic,Run,['pop'],0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,169011
61,Megan Thee Stallion,Thot Shit,['pop'],0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02,184635
61,Olivia Rodrigo,traitor,['pop'],0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227
61,Bad Bunny,Andrea,['latin'],0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,339612
61,DJ Robin,Layla,['pop'],0.442,0.922,5,-2.918,0,0.0695,0.00134,0,0.432,0.388,140.082,185437
61,Farruko,Pepas,['latin'],0.762,0.766,7,-3.955,1,0.0343,0.00776,0.0000698,0.128,0.442,130.001,287120
62,BlocBoy JB,Look Alive feat Drake,['hip hop'],0.922,0.581,10,-7.495,1,0.27,0.00104,0.0000586,0.105,0.595,140.022,181263
62,Daddy Yankee,Dura Remix,['latin'],0.772,0.803,1,-3.035,1,0.0468,0.188,0,0.434,0.853,94.981,242160
62,Shakira,Clandestino,['latin'],0.766,0.822,1,-4.126,0,0.16,0.39,0.0000337,0.349,0.881,165.842,231921
62,Panic At The Disco,High Hopes,['rock'],0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947
62,Camila Cabello,Havana feat Young Thug,['pop'],0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,217307
62,R3HAB,All Around The World La La La,['pop'],0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
62,Mabel,Mad Love,['pop'],0.622,0.796,0,-2.999,0,0.172,0.667,0,0.106,0.62,197.705,169813
62,Ed Sheeran,Put It All on Me feat Ella Mai,['pop'],0.627,0.594,7,-8.306,1,0.0479,0.256,0,0.373,0.388,101.007,197093
62,Beyonce,MOOD 4 EVA feat Oumou Sangaré,['pop'],0.608,0.709,7,-6.175,1,0.374,0.119,0,0.337,0.709,105.742,272069
62,Billie Eilish,lovely with Khalid,['hip hop'],0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186
62,Rauw Alejandro,Elegi feat Dimelo Flow,['trap latino'],0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965,197721
62,Harry Styles,Adore You,['pop'],0.676,0.771,8,-3.675,1,0.0483,0.0237,0.000007,0.102,0.569,99.048,207133
62,Travis Scott,HIGHEST IN THE ROOM,['hip hop'],0.598,0.427,7,-8.764,0,0.0317,0.0546,0.00000583,0.21,0.0605,76.469,175721
62,Surfaces,Sunday Best,['pop'],0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571
62,Gera MX,Botella Tras Botella,['hip hop'],0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891,197333
62,Lewis Capaldi,Someone You Loved,['pop'],0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161
62,The Weeknd,Save Your Tears,['pop'],0.68,0.826,0,-5.487,1,0.0309,0.0212,0.0000124,0.543,0.644,118.051,215627
62,ATB,Your Love 9PM,['electronic'],0.669,0.784,7,-5.603,1,0.112,0.194,0.00000628,0.115,0.517,125.993,150053
62,Bad Bunny,Yo No Soy Celoso,['latin'],0.872,0.588,0,-6.276,1,0.0492,0.275,0,0.17,0.93,142.004,230704
62,BTS,Yet To Come,['k pop'],0.559,0.885,1,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029,193594
62,Feid,Normal,['reggaeton'],0.712,0.557,4,-4.861,0,0.115,0.0397,0,0.27,0.594,170.079,171987
62,Polima Westcoast,ULTRA SOLO REMIX,['trap latino'],0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347
63,XXXTENTACION,Everybody Dies In Their Nightmares,['rap'],0.734,0.57,7,-7.066,0,0.133,0.847,0.0000214,0.112,0.689,129.953,95467
63,Ozuna,Vaina Loca,['latin'],0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133
63,Ozuna,Unica,['latin'],0.649,0.895,0,-1.358,1,0.0394,0.174,0.00000195,0.095,0.664,174.074,219683
63,Zion and Lennox,La player Bandolera,['latin'],0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609
63,Billie Eilish,you should see me in a crown,['hip hop'],0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,180567
63,Ava Max,Sweet but Psycho,['pop'],0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436
63,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,['pop'],0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040
63,Ed Sheeran,Feels feat Young Thug and J Hus,['pop'],0.665,0.68,2,-4.898,1,0.291,0.112,0,0.096,0.69,91.667,150787
63,Halsey,Without Me,['pop'],0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,201661
63,Sam Smith,Dancing With A Stranger with Normani,['pop'],0.741,0.52,8,-7.513,1,0.0656,0.45,0.00000197,0.222,0.347,102.998,171030
63,Pop Smoke,44 BullDog,['rap'],0.8,0.564,8,-5.817,1,0.4,0.0287,0.00000165,0.112,0.318,139.989,150857
63,6ix9ine,GOOBA,['rap'],0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,132303
63,Post Malone,Sunflower SpiderMan Into the SpiderVerse,['rap'],0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560
63,The Weeknd,In Your Eyes,['pop'],0.667,0.719,7,-5.371,0,0.0346,0.00285,0.000081,0.0736,0.717,100.021,237520
63,Tyler The Creator,CORSO,['hip hop'],0.703,0.845,10,-4.851,0,0.337,0.169,0,0.122,0.745,97.672,146482
63,Surf Curse,Freaks,['Indie Rock'],0.345,0.941,9,-9.918,1,0.0466,0.0000384,0.633,0.0511,0.407,179.626,147062
63,Drake,Wants and Needs feat Lil Baby,['hip hop'],0.578,0.449,1,-6.349,1,0.286,0.0618,0.00000217,0.119,0.1,136.006,192956
63,Joao Gomes,Meu Pedaco de Pecado,['arrocha'],0.668,0.887,11,-4.404,0,0.0564,0.369,0.00000139,0.257,0.907,151.92,157176
63,Olivia Rodrigo,brutal,['pop'],0.672,0.526,4,-6.446,1,0.0599,0.0311,0.00000137,0.28,0.28,123.999,143747
63,The Weeknd,Die For You,['pop'],0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253
63,Olivia Rodrigo,traitor,['pop'],0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227
63,Ed Sheeran,Bad Habits,['pop'],0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,230747
63,Bad Bunny,Un Ratito,['latin'],0.787,0.546,0,-7.094,0,0.0532,0.305,0.0000455,0.122,0.222,93.05,176936
64,Alvaro Soler,La Cintura,['latin'],0.702,0.844,6,-4.054,0,0.0769,0.0294,0,0.38,0.786,100.043,205209
64,Ella Mai,Bood Up,['rap'],0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,256064
64,Daddy Yankee,Dura Remix,['latin'],0.772,0.803,1,-3.035,1,0.0468,0.188,0,0.434,0.853,94.981,242160
64,Billie Eilish,you should see me in a crown,['hip hop'],0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,180567
64,Zion and Lennox,La player Bandolera,['latin'],0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609
64,Polo G,Pop Out feat Lil Tjay,['rap'],0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560
64,Halsey,Without Me,['pop'],0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,201661
64,DaBaby,Suge,['pop'],0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
64,Taylor Swift,ME feat Brendon Urie of Panic At The Disco,['pop'],0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040
64,Blanco Brown,The Git Up,['country'],0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,200594
64,Pop Smoke,Make It Rain feat Rowdy Rebel,['rap'],0.5,0.767,1,-4.105,1,0.403,0.162,0.0000979,0.385,0.58,159.477,202443
64,Melanie Martinez,Play Date,['pop'],0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,179867
64,Joel Corry,Head and Heart feat MNEK,['pop'],0.734,0.874,8,-3.158,1,0.0662,0.168,0.0000114,0.0489,0.905,122.953,166028
64,Post Malone,Circles,['rap'],0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
64,Travis Scott,Goosebumps Remix,['hip hop'],0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,162803
64,Olivia Rodrigo,enough for you,['pop'],0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,202827
64,Bad Bunny,De Museo,['latin'],0.592,0.494,4,-10.618,0,0.0747,0.237,0,0.13,0.231,132.037,209771
64,Dua Lipa,Dont Start Now,['hip hop'],0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290
64,The Weeknd,Save Your Tears,['pop'],0.68,0.826,0,-5.487,1,0.0309,0.0212,0.0000124,0.543,0.644,118.051,215627
64,Anitta,Envolver,['pop'],0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806
64,James Hype,Ferrari,['pop'],0.847,0.69,1,-7.877,0,0.0493,0.0127,0.00006,0.0526,0.692,125.004,186662
64,Drake,Massive,['hip hop'],0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,336924
64,Billie Eilish,The 30th,['hip hop'],0.387,0.135,7,-14.398,1,0.051,0.929,0,0.0948,0.21,82.987,216448
65,Kanye West,All Mine,['rap'],0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507
65,Juice WRLD,All Girls Are The Same,['rap'],0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820
65,Dua Lipa,New Rules,['hip hop'],0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,209320
65,Rudimental,These Days feat Jess Glynne Macklemore and Dan Caplen,['pop'],0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773
65,Bebe Rexha,Im a Mess,['pop'],0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
65,Halsey,Without Me,['pop'],0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,201661
65,Sam Feldt,Post Malone feat RANI,['pop'],0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444
65,R3HAB,All Around The World La La La,['pop'],0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
65,Mabel,Dont Call Me Up,['pop'],0.674,0.881,9,-2.853,1,0.147,0.296,0.00000301,0.0793,0.234,98.994,178480
65,Chance the Rapper,Hot Shower,['hip hop'],0.899,0.509,9,-8.04,1,0.387,0.00157,0,0.0573,0.599,150.001,225924
65,Arizona Zervas,ROXANNE,['pop'],0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636
65,Maroon 5,Memories,['pop'],0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
65,Billie Eilish,bad guy,['hip hop'],0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
65,Maroon 5,Nobodys Love,['pop'],0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,211254
65,Marshmello,Leave Before You Love Me with Jonas Brothers,['pop'],0.721,0.738,7,-4.77,1,0.0403,0.00226,0.00000441,0.118,0.637,119.976,154983
65,WILLOW,t r a n s p a r e n t s o u l feat Travis Barker,['pop'],0.39,0.83,11,-5.201,0,0.0563,0.0021,0,0.156,0.191,90.021,168030
65,KAROL G,EL MAKINON,['latin'],0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863,209160
65,Pop Smoke,Bout A Million feat 42 Dugg and 21 Savage,['rap'],0.716,0.67,0,-6.995,0,0.101,0.526,0,0.13,0.411,145.043,203586
65,Giveon,Heartbreak Anniversary,['pop'],0.449,0.465,0,-8.964,1,0.0791,0.524,0.00000102,0.303,0.543,89.087,198371
65,BTS,Run BTS,['k pop'],0.724,0.818,8,-3.747,1,0.168,0.0201,0,0.0358,0.696,77.004,204940
65,Adele,Easy On Me,['pop'],0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695
65,Rosa Linn,SNAP,['pop'],0.563,0.639,0,-8.205,1,0.0684,0.107,0.0000106,0.446,0.518,169.985,179551
